date,proponent,senate_bill_no,short_title,long_title,scope,status,subject,primary_committee,secondary_committee,links
"september 12, 2018","['binay, maria lourdes nancy s.']",1999,exempting farmer cooperatives and associations from payment of licensing fees and charges,"an act exempting farmer cooperatives and associations engaged in the trade of organic fertilizers from payment of registration, licensing fees and administrative charges, granting amnesty for previous violations of presidential decree 1144 and amending for the purpose of presidential decree 1144",National,pending in the committee (9/12/2018),"['Farmers', 'Cooperatives', 'Organic Agriculture/Organic Farming', 'Presidential Decree (P.D No. 1144)', 'Fertilizer']",['Agriculture and Food'],"['Cooperatives', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1999
"september 11, 2018","['recto, ralph g', ' de lima, leila m', ' villanueva, joel, hontiveros, risa, gatchalian, sherwin t', ' poe, grace l', ' villar, cynthia a', ' pacquiao, emmanuel ""manny"" d.']",1998,quantitative import restrictions on rice,"an act replacing the quantitative import restrictions on rice with tariffs, lifting the quantitative export restrictions on rice, and creating the rice competitiveness enhancement fund, amending for the purpose republic act no. 8178, as amended by republic act no. 9496, and as further amended by republic act no. 10848, and for other purposes",National,passed by both houses (11/28/2018),"['Rice Importation', 'Rice Competitiveness Enhancement Fund', 'Quantitative Import Restrictions']",['Agriculture and Food'],"['Finance', 'Ways and Means']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1998
"september 11, 2018","['gordon, richard j', ' binay, maria lourdes nancy s', ' gatchalian, sherwin t', ' angara, juan edgardo ""sonny"" m', ' legarda, loren b.']",1997,regional investment and infrastructure coordinating hub of central luzon,"an act creating the regional investment and infrastructure coordinating hub of central luzon, and for other purposes",National,passed by both houses (1/14/2019),"['Infrastuctures', 'Investments']",['Government Corporations and Public Enterprises'],"['Economic Affairs', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1997
"september 11, 2018","['hontiveros, risa']",1996,magna carta of filipino seafarers,an act instituting the magna carta of filipino seafarers,National,pending in the committee (9/12/2018),"['Magna Carta of Filipino Seafarers', 'Seafarers']","['Labor, Employment and Human Resources Development']",['Foreign Relations'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1996
"september 11, 2018","['gordon, richard j.']",1995,campaign reforms act of 2018,"an act reforming electoral campaign by instituting two rounds of election for president, vice president and senators, requiring comelec-sponsored campaign advertisement and town-hall style debates, and for other purposes",National,pending in the committee (9/12/2018),"['Elections/Electoral Reforms', 'Advertising/Advertisements', 'Campaign Contributions', 'President of the Philippines', 'Vice-President of the Philippines']",['Electoral Reforms  and Peoples Participation'],"['Public Information and Mass Media', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1995
"september 11, 2018","['angara, juan edgardo ""sonny"" m.']",1994,disaster resilience act of 2018,"an act creating the department of disaster resilience, defining its powers and functions, and appropriating funds therefor",National,pending in the committee (9/12/2018),"['Department of Disaster Resilience', 'Disaster Risk Reduction and Management', 'Resilience']",['National Defense and Security'],"['Civil Service, Government Reorganization and Professional Regulation', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1994
"september 11, 2018","['sotto iii, vicente c.']",1993,franchise granted to enrique m. orozco and sons inc.,an act renewing for another twenty-five (25) years the franchise granted to enrique m. orozco and sons inc. under republic act no. 3229,National,pending in the committee (9/11/2018),['Franchise Sales/Franchise Business'],['Rules'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1993
"september 11, 2018","['sotto iii, vicente c.']",1992,rural employment assistance program act,an act providing for a rural employment assistance program and appropriating funds therefor,National,consolidated/substituted in the committee report (12/3/2018),['Rural Employment'],"['Social Justice, Welfare and Rural Development']","['Local Government', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1992
"september 11, 2018","['pimentel, aquilino koko iii l.']",1991,equitable media access for electoral candidates act,"an act ensuring equitable media access for all electoral candidates by amending sections 3 and 6 of republic act no. 9006, otherwise known as the ‘fair elections act’, and for other purposes",National,pending in the committee (9/11/2018),"['Fair Elections Act (R.A.No. 9006)', 'Elections/Electoral Reforms']",['Electoral Reforms  and Peoples Participation'],"['Public Information and Mass Media', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1991
"september 10, 2018","['binay, maria lourdes nancy s.']",1990,national flood research and education act,"an act establishing the office of flood research and policy to plan, coordinate, conduct, and share research on flooding, flood prevention, and other flood-related issues",National,pending in the committee (9/10/2018),['Flood Management'],['Public Works'],"['National Defense and Security', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1990
"september 10, 2018","['binay, maria lourdes nancy s.']",1989,south cotabato manpower training center act,"an act providing for the establishment of a manpower development institute in the second district, province of south cotabato, to be known as the south cotabato manpower training center, and appropriating funds therefor",National,pending in the committee (9/10/2018),['Manpower Training Center'],"['Labor, Employment and Human Resources Development']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1989
"september 10, 2018","['binay, maria lourdes nancy s.']",1988,the culvert safety act,an act providing for safety measures for culverts or other similar flood or drainage systems maintained by government entities,National,pending in the committee (9/10/2018),"['Culverts', 'Flood/Drainage Systems']",['Public Works'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1988
"september 10, 2018","['escudero, francis ""chiz"" g.']",1987,philippine communications satellite corporation (philcomsat),"an act extending for another twenty-five years (25) the franchise granted to philippine communications satellite corporation (philcomsat), amending for the purpose republic act no. 5514, as amended by republic act no. 7949, entitled ‘an act granting the philippine communications satellite corporation a franchise to establish and operate ground  satellite terminal station or stations for telecommunication with satellite facilities and delivery to common carriers",National,consolidated/substituted in the committee report (11/19/2018),['Franchise Sales/Franchise Business'],['Public Services'],['Ways and Means'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1987
"september 10, 2018","['de lima, leila m.']",1986,national rotary day act,an act declaring february 23 of every year a special working holiday to be known as ‘national rotary day’,National,"pending second reading, special order (12/3/2018)",['Holidays (Special Working)'],"['Social Justice, Welfare and Rural Development']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1986
"september 5, 2018","['zubiri, juan miguel f', ' pimentel, aquilino koko iii l', ' gordon, richard j', ' villar, cynthia a.']",1985,amended rates of political propaganda (fair election act),"an act amending section 11 of republic act no. 9006, otherwise known as the 'fair election act'",National,passed by both houses (11/27/2018),"['Fair Elections Act (R.A.No. 9006)', 'Political Propaganda']",['Electoral Reforms  and Peoples Participation'],['Public Information and Mass Media'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1985
"september 5, 2018","['drilon, franklin m', ' trillanes, antonio ""sonny"" f', ' ejercito, joseph victor g', ' pimentel, aquilino koko iii l', ' de lima, leila m.']",1984,the political party system act,"an act strengthening the political party system of the philippines, creating a state subsidy fund for political parties, and for other purposes",National,"pending second reading, special order (9/11/2018)",['Political Party'],['Electoral Reforms  and Peoples Participation'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1984
"september 5, 2018","['aquino iv, paolo benigno ""bam"", legarda, loren b', ' sotto iii, vicente c', ' angara, juan edgardo ""sonny"" m.']",1983,philippine space act,"an act establishing the philippine space development and utilization policy and creating the philippine space agency, and for other purposes",National,"approved on second reading, without amendment (2/4/2019)","['Philippine Space Development', 'Philippine Space Agency (Philsa)']",['Science and Technology'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1983
"september 5, 2018","['pimentel, aquilino koko iii l.']",1982,manner of selecting an acting president,"an act providing for the manner of selecting an acting president, as required under article vii, section 7 of the constitution",National,pending in the committee (9/10/2018),"['Acting President', 'President of the Philippines', 'Vice-President of the Philippines', 'Constitution', 'Succession']",['Constitutional Amendments and Revision of Codes'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1982
"september 5, 2018","['poe, grace l.']",1981,hustisya para sa lahat act of 2018,"an act to provide free legal assistance to all indigent filipinos, amending for the purpose chapter 5, title iii, book iv of executive order no. 292, otherwise known as the ‘administrative code of 1987’, appropriating funds therefor, and for other purposes",National,pending in the committee (9/10/2018),"['Free Legal Aid', 'Indigent Persons', 'Administrative Code of 1987 (E.O.No. 292)']",['Justice and Human Rights'],"['Social Justice, Welfare and Rural Development', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1981
"september 5, 2018","['poe, grace l.']",1980,abogado para sa bayan act of 2018,"an act to encourage more filipino lawyers to serve the people and join the public attorney’s office, establishing for the purpose the ‘abogado para sa bayan’ return service program, appropriating funds therefor, and for other purposes",National,pending in the committee (9/10/2018),"['Lawyers', 'Public Attorneys Office (PAO)']",['Justice and Human Rights'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1980
"september 5, 2018","['sotto iii, vicente c.']",1979,amending  r. a. no. 8424 (the national internal revenue code of 1997),"an act amending chapter vii title vi and section 151, and creating new sections 151-a and 151-b, of republic act no. 8424, otherwise known as the national internal revenue code of 1997, as amended, and for other purposes",National,pending in the committee (9/10/2018),"['National Internal Revenue Code (NIRC)', 'Taxes (Excise Tax)', 'Mineral Resources']",['Ways and Means'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1979
"september 4, 2018","['binay, maria lourdes nancy s.']",1978,amending sec. 173.1(a) of r.a. 8293 (the philippine intellectual property code),"an act clarifying the scope of derivative works, amending for the purpose section 173.1(a) of republic act 8293 or the philippine intellectual property code",National,pending in the committee (9/5/2018),['Intellectual Property Code'],"['Trade, Commerce and Entrepreneurship']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1978
"september 4, 2018","['binay, maria lourdes nancy s.']",1977,"to provide transportation, food and non-monetary assistance to indigent litigants","an act mandating the national commission on indigenous peoples to provide transportation, food and non-monetary assistance to indigent litigants who are members of indigenous cultural communities while in attendance of hearings or proceedings in the ncip",National,pending in the committee (9/5/2018),"['National Commission on Indigenous Peoples', 'Indigenous Cultural Communities']",['Cultural Communities'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1977
"september 4, 2018","['villar, cynthia a.']",1976,strengthened philippine coconut authority (pca) law,"an act to further strengthen the philippine coconut authority (pca), repealing pd no. 1468, otherwise known as the revised coconut industry code of 1978, as amended",National,vetoed by the president of the philippines (2/8/2019),['Philippine Coconut Authority'],['Agriculture and Food'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1976
"september 3, 2018","['binay, maria lourdes nancy s.']",1975,marcelo h. del pilar national responsible press freedom day,an act declaring august 30 of every year as 'marcelo h. del pilar national responsible press freedom day',National,pending in the committee (9/4/2018),"['Press Freedom Day', 'Birth Anniversary']",['Public Information and Mass Media'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1975
"september 3, 2018","['binay, maria lourdes nancy s.']",1974,left-behind household of ofws act,an act establishing a welfare and social assistance program to families left behind by overseas filipino workers.,National,pending in the committee (9/4/2018),"['Overseas Filipino Workers (OFW)', 'Family Care']","['Labor, Employment and Human Resources Development']","['Women, Children, Family Relations and Gender Equality', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1974
"september 3, 2018","['angara, juan edgardo ""sonny"" m.']",1973,disaster resilience act of 2018,"an act creating the department of disaster resilience, defining its power and functions, appropriating funds therefor, and for other purposes",National,withdrawn (9/3/2018),"['Resilience', 'Department of Disaster Resilience']",[''],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1973
"september 3, 2018","['trillanes, antonio ""sonny"" f.']",1972,non-minor children of those who re-acquire philippine citizenship may opt to aplly,"an act amending republic act no. 9225 otherwise known as the citizenship retention and re-acquisition act of 2003, further amending commonwealth no. 63, as amended and for other purposes.",National,pending in the committee (9/4/2018),"['Citizenship', 'Commonwealth Act']",['Justice and Human Rights'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1972
"august 30, 2018","['ejercito, joseph victor g', ' recto, ralph g', ' poe, grace l', ' villanueva, joel, gatchalian, sherwin t', ' hontiveros, risa, angara, juan edgardo ""sonny"" m', ' binay, maria lourdes nancy s', ' sotto iii, vicente c', ' zubiri, juan miguel f', ' gordon, richard j', ' drilon, franklin m', ' trillanes, antonio ""sonny"" f.']",1971,child safety in motor vehicles act,an act providing for the special protection of child passengers in motor vehicles and providing appropriations thereof,National,passed by both houses (12/11/2018),"['Children/Child Care', 'Motor Vehicles']",['Public Services'],"['Women, Children, Family Relations and Gender Equality']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1971
"august 30, 2018","['recto, ralph g.']",1970,establishment of timbangan ng bayan centers in public and private markets nationwide,"an act providing for the establishment of timbangan ng bayan centers in public and private markets nationwide, amending for the purpose republic act no. 7394, otherwise known as the ‘consumer act of the philippines,’ and for other purposes",National,pending in the committee (9/3/2018),"['Timbangan Ng Bayan', 'Consumer Act (R.A.No. 7394)']","['Trade, Commerce and Entrepreneurship']",['Local Government'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1970
"august 30, 2018","['sotto iii, vicente c.']",1969,disaster resilience act of 2018,"an act creating the department of disaster resilience, defining its power and functions, appropriating funds therefor, and for other purposes",National,pending in the committee (9/3/2018),"['Resilience', 'Department of Disaster Resilience', 'Disaster Risk Reduction and Management']",['National Defense and Security'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1969
"august 30, 2018","['ejercito, joseph victor g.']",1968,increasing the bed capacity of the amang rodriguez memorial medical center in the city of marikina,"an act increasing the bed capacity of the amang rodriguez memorial medical center in the city of marikina from three hundred (300) to five hundred (500) beds, upgrading the service facilities and professional health care therein, and appropriating funds therefor",Local,passed by both houses (2/7/2019),"['Hospitals, Increase Bed Capacity']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1968
"august 30, 2018","['ejercito, joseph victor g.']",1967,"converting the ziga memorial district hospital in the city of tabaco, province of albay","an act converting the ziga memorial district hospital in the city of tabaco, province of albay, into an extension hospital of the bicol regional training and teaching hospital, and increasing its bed capacity from fifty (50) to two hundred fifty (250) beds to be now known as the dr. lorenzo p. ziga memorial district hospital, and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/29/2019),"['Hospitals, Conversion']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1967
"august 30, 2018","['ejercito, joseph victor g.']",1966,increasing the bed capacity of valenzuela medical center in the city of valenzuela,"an act increasing the bed capacity of valenzuela medical center in the city of valenzuela, from two hundred (200) to five hundred (500) beds, and appropriating funds therefor",Local,passed by both houses (2/7/2019),"['Hospitals, Increase Bed Capacity']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1966
"august 30, 2018","['ejercito, joseph victor g.']",1965,increasing the bed capacity of the southern philippines medical center in davao city,"an act increasing the bed capacity of the southern philippines medical center in davao city from one thousand two hundred (1,200) to one thousand five hundred (1,500) beds, upgrading its professional health care services and facilities, authorizing the increase of its medical personnel, and appropriating funds therefor",Local,passed by both houses (2/7/2019),"['Hospitals, Increase Bed Capacity']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1965
"august 30, 2018","['ejercito, joseph victor g.']",1964,"converting the san lorenzo ruiz women’s hospital in malabon city, metro manila","an act converting the san lorenzo ruiz women’s hospital in malabon city, metro manila into a general hospital to be known as the san lorenzo ruiz general hospital, increasing its bed capacity from ten (10) to two hundred (200) beds and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/29/2019),"['Hospitals, Conversion']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1964
"august 30, 2018","['ejercito, joseph victor g.']",1963,"upgrading the mindanao central sanitarium in pasobolong, zamboanga city","an act upgrading the mindanao central sanitarium in pasobolong, zamboanga city into a tertiary level hospital, increasing its bed capacity for general care services to three hundred (300), and appropriating funds therefor",Local,approved on third reading by the senate (2/6/2019),"['Hospitals, Increase Bed Capacity', 'Hospitals, Upgrading']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1963
"august 30, 2018","['ejercito, joseph victor g.']",1962,"converting the dinaig municipal hospital in the municipality of datu odin sinsuat, maguindanao","an act converting the dinaig municipal hospital in the municipality of datu odin sinsuat, province of maguindanao, into a fifty (50)-bed capacity district hospital to be now known as the datu odin sinsuat district hospital, upgrading its facilities and professional health care, authorizing the increase of its medical personnel, and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/29/2019),"['Hospitals, Conversion']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1962
"august 30, 2018","['ejercito, joseph victor g.']",1961,increasing the bed capacity of the dr. jose n. rodriguez memorial hospital and sanitarium,"an act increasing the bed capacity for tertiary general health care of the dr. jose n. rodriguez memorial hospital and sanitarium in tala, caloocan city from two hundred (200) to eight hundred (800) beds, and appropriating funds therefor, amending for the purpose republic act no. 9420, entitled ‘an act converting two hundred (200) beds of the 2,000-bed dr. jose n. rodriguez memorial hospital and sanitarium for tertiary general health care, appropriating funds therefor’ and for other purposes",Local,passed by both houses (2/7/2019),"['Hospitals, Increase Bed Capacity']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1961
"august 30, 2018","['ejercito, joseph victor g.']",1960,increasing the bed capacity of the batangas medical center,"an act increasing the bed capacity of the batangas medical center in the city of batangas, from five hundred (500) beds to one thousand (1000) beds, upgrading the service facilities and professional health care therein, and appropriating funds therefor",Local,pending in the committee (9/3/2018),"['Hospitals, Increase Bed Capacity']",['Rules'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1960
"august 30, 2018","['ejercito, joseph victor g.']",1959,comprehensive nuclear regulation act,"an act providing for a comprehensive nuclear regulation, creating for the purpose, the philippine nuclear regulatory commission, and appropriating funds therefor",National,consolidated/substituted in the committee report (1/28/2019),"['Nuclear', 'Philippine Nuclear Regulatory Commission']",['Science and Technology'],"['Civil Service, Government Reorganization and Professional Regulation', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1959
"august 29, 2018","['binay, maria lourdes nancy s.']",1958,probable carcinogen information act,an act creating a database of products containing probable carcinogens,National,pending in the committee (9/3/2018),"['Carcinogens', 'Cancer']",['Health and Demography'],"['Trade, Commerce and Entrepreneurship']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1958
"august 29, 2018","['binay, maria lourdes nancy s.']",1957,providing for burial with honors to overseas filipino workers,"an act providing for burial with honors to overseas filipino workers amending for the purpose sections 3 and 24 of republic act no. 8491, otherwise known as the flag and heraldic code of the philippines",National,pending in the committee (9/3/2018),"['Overseas Filipino Workers (OFW)', 'Flag and Heraldic Code (R.A.No. 8491)']","['Education, Arts and Culture']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1957
"august 29, 2018","['lacson, panfilo m.']",1956,anti-terrorism act of 2018,"an act amending certain provisions of republic act no. 9372, otherwise known as ‘an act to secure the state and protect our people from terrorism",National,consolidated/substituted in the committee report (2/6/2019),"['Anti-Terrorism/Anti-Terrorism Act (R.A.No. 9372)', 'Terrorism']",['Public Order and Dangerous Drugs'],['Justice and Human Rights'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1956
"august 28, 2018","['binay, maria lourdes nancy s.']",1955,care for life act,an act establishing a pregnancy support service office under the department of health,National,pending in the committee (8/29/2018),"['Pregnancy', 'Department of Health (DOH)']",['Health and Demography'],"['Women, Children, Family Relations and Gender Equality']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1955
"august 28, 2018","['binay, maria lourdes nancy s.']",1954,teacher protection act of 2018,an act institutionalizing support mechanisms for public school teachers and school personnel in matters of student discipline and mechanisms for classroom management and providing for the protection in case related thereto,National,pending in the committee (8/29/2018),"['Public School Teachers', 'Teachers']","['Education, Arts and Culture']","['Women, Children, Family Relations and Gender Equality']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1954
"august 28, 2018","['binay, maria lourdes nancy s.']",1953,clarifying the meaning of full backwages,"an act clarifying the meaning of full backwages, by amending article 271 of the labor code of the philippines, and for other purposes",National,pending in the committee (8/29/2018),"['Backwages', 'Labor Code of the Philippines (P.D.No. 442)']","['Labor, Employment and Human Resources Development']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1953
"august 28, 2018","['binay, maria lourdes nancy s.']",1952,strengthening gender equality,"an act strengthening gender equality by amending article 14 of executive order no. 209, otherwise known as the family code of the philippines, and for other purposes",National,pending in the committee (8/29/2018),"['Gender Equality', 'Family Code(E.O.No. 209)', 'Marriage', 'Parental Marital Consent']","['Women, Children, Family Relations and Gender Equality']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1952
"august 28, 2018","['zubiri, juan miguel f.']",1951,philippine citizenship to kitson soriano kho,an act granting philippine citizenship to kitson soriano kho,National,consolidated/substituted in the committee report (1/14/2019),['Citizenship'],['Justice and Human Rights'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1951
"august 28, 2018","['recto, ralph g', ' gatchalian, sherwin t', ' ejercito, joseph victor g', ' angara, juan edgardo ""sonny"" m.']",1950,murang kuryente act,an act reducing electricity rates by allocating the net national government share from the malampaya natural gas project for the payment of the stranded contract costs and stranded debts of the national power corporation,National,approved on third reading by the senate (2/4/2019),"['Electricity Rate Reduction', 'Malampaya Natural Gas Project', 'National Power Corporation (Napocor)', 'Power Supply']",['Energy'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1950
"august 28, 2018","['de lima, leila m.']",1949,increasing the age of consent to provide a stronger protection to children,"an act increasing the age of consent to provide a stronger protection to children, and amending for this purpose article 266-a (1) (d) of act no. 3815, as amended, otherwise known as the revised penal code",National,pending in the committee (8/28/2018),"['Children/Child Care', 'Revised Penal Code (R.A.No. 3815)']",['Justice and Human Rights'],"['Women, Children, Family Relations and Gender Equality']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1949
"august 23, 2018","['legarda, loren b.']",1948,single-use plastics regulation and management act of 2018,"an act regulating the manufacturing, importation and use of single-use plastic products, and providing penalties, levies and incentives system for industries, business enterprises and consumers thereof",National,pending in the committee (8/28/2018),['Plastic/Plastic Bags'],['Environment and Natural Resources'],"['Trade, Commerce and Entrepreneurship', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1948
"august 23, 2018","['zubiri, juan miguel f.']",1947,"converting the san lorenzo ruiz women’s hospital in malabon city, metro manila","an act converting the san lorenzo ruiz women’s hospital in malabon city, metro manila into a general hospital to be known as the san lorenzo ruiz general hospital, increasing its bed capacity from ten (10) to two hundred (200) beds and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/29/2019),"['Hospitals, Conversion']",['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1947
"august 15, 2018","['gordon, richard j.']",1946,campaign reforms act of 2018,"an act reforming electoral campaign by instituting common campaign advertisements, staging of town-hall style debates, designation of common poster areas in every barangay, the prohibition of publication of polls and surveys during the campaign period",National,pending in the committee (8/28/2018),"['Elections/Electoral Reforms', 'Advertising/Advertisements']",['Electoral Reforms  and Peoples Participation'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1946
"august 15, 2018","['gordon, richard j.']",1945,amending sections 386 and 391 of r.a. no. 10607 (insurance code),"an act amending sections 386 and 391 of r.a. no. 10607, otherwise known as the insurance code, as amended",National,pending in the committee (8/28/2018),"['Insurance Code', 'Motor Vehicles']","['Banks, Financial Institutions and Currencies']",['Justice and Human Rights'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1945
"august 15, 2018","['angara, juan edgardo ""sonny"" m.']",1944,teaching of disaster awareness and disaster mitigation,"an act requiring the teaching of disaster awareness and disaster mitigation as part of the curriculum of all primary and secondary schools, and for other purposes",National,pending in the committee (8/28/2018),"['Disaster Awareness/Mitigation/Post-Disaster Recovery', 'Primary Education', 'Secondary Education', 'Curriculum/Curricula']","['Education, Arts and Culture']","['National Defense and Security', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1944
"august 15, 2018","['binay, maria lourdes nancy s.']",1943,real estate mortgage foreclosure proceedings act of 2018,"an act prohibiting courts from issuing restraining orders or preliminary injunctions in certain cases involving extrajudicial and judicial foreclosure of real estate mortgages, and for other purposes",National,pending in the committee (8/28/2018),"['Mortgage', 'Real Property']",['Justice and Human Rights'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1943
"august 15, 2018","['binay, maria lourdes nancy s.']",1942,real property owners protection act of 2018,an act enhancing protection for legitimate owners of real property and providing penalties for fraudulent acts in real estate transactions,National,pending in the committee (8/28/2018),['Real Property'],['Justice and Human Rights'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1942
"august 15, 2018","['binay, maria lourdes nancy s.']",1941,exempting teachers from income tax for serving as members of the electoral board,an act exempting from income tax compensation given to teachers for serving as members of the electoral board for local or national elections,National,pending in the committee (8/28/2018),"['Tax Exemption', 'Teachers', 'Elections/Electoral Reforms']",['Ways and Means'],['Electoral Reforms  and Peoples Participation'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1941
"august 15, 2018","['gatchalian, sherwin t.']",1940,marinduque state university,"an act converting the marinduque state college in the municipality of boac, province of marinduque into a state university to be known as the marinduque state university, and appropriating funds therefor",Local,consolidated/substituted in the committee report (1/30/2019),['State Colleges and Universities (SCUS)'],"['Education, Arts and Culture']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1940
"august 15, 2018","['gatchalian, sherwin t.']",1939,power line integrity and reliability act of 2018,"an act ensuring the continuous and uninterrupted transmission and distribution of electricity, the protection of the integrity and reliability of power lines, and providing penalties for violations thereof",National,consolidated/substituted in the committee report (11/19/2018),"['Electricity', 'Power Lines', 'Energy Generating Facilities']",['Energy'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1939
"august 15, 2018","['gatchalian, sherwin t.']",1938,the national economic and development act of 2018,"an act institutionalizing the national economic and development authority as the independent economic and planning agency of the philippine government, defining its functions and amending executive order no. 230 series of 1987, as amended, appropriating funds therefor, and for other purposes",National,consolidated/substituted in the committee report (12/3/2018),['National Economic Development Authority (NEDA)'],['Economic Affairs'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1938
