date,proponent,senate_bill_no,short_title,long_title,scope,status,subject,primary_committee,secondary_committee,links
"july 4, 2016","['sotto iii, vicente c.']",224,katawagan sa bansa bilang republika ng pilipinas o pilipinas na akto ng 2016,isang batas na nagtatakda naa ang katawagan sa ating bansa ay republika ng pilipinas o sa maikling salita ay pilipinas,National,pending in the committee (8/2/2016),['Pilipinas'],"['Education, Arts and Culture']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-224
"july 4, 2016","['sotto iii, vicente c.']",223,anti-hazing law,"an act amending section 4 of republic act no. 8049, otherwise known as an act regulating hazing and other forms of initiation rites in fraternities, sororities and other organizations and providing penalties therefor",National,consolidated/substituted in the committee report (1/23/2018),"['Hazing', 'Fraternity/Sorority']",['Public Order and Dangerous Drugs'],['Constitutional Amendments and Revision of Codes'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-223
"july 4, 2016","['sotto iii, vicente c.']",222,the local government code of 1991 (situs of the tax),"an act amending section 150 of republic act 7160, otherwise known as the local government code of 1991",National,pending in the committee (8/2/2016),"['Local Government Code (R.A.No. 7160)', 'Taxes/Taxation']",['Local Government'],['Ways and Means'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-222
"july 4, 2016","['sotto iii, vicente c.']",221,no motorcycle back-ride act of 2016,an act prohibiting backriders on two-wheeled motorcycles/scooters and exceptions thereto,National,consolidated/substituted in the committee report (3/15/2017),['Motorcycle'],['Justice and Human Rights'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-221
"july 4, 2016","['sotto iii, vicente c.']",220,school nutrition and dietary act of 2016,an act instituting a school nourishment and dietary program to all public elementary school students providing funds therefore and for other purposes,National,consolidated/substituted in the committee report (12/13/2016),"['Nutrition', 'School Health', 'Students']","['Education, Arts and Culture']","['Health and Demography                             ', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-220
"july 4, 2016","['sotto iii, vicente c.']",219,uniformed personnel educational assistance and benefits act  of 2016,"an act granting educational assistance and benefits to the dependents of all members of the armed forces of the philippines (afp) , philippine national police (pnp), bureau of fire protection  (bfp), bureau of jail management and penology (bjmp), national bureau of investigation (nbi), philippine drug enforcement agency (pdea), philippine coast guard (pcg) and bureau of corrections (bucor) who are killed or permanently incapacitated while in the performance of them duty or by reason of their office or position",National,consolidated/substituted in the committee report (5/22/2017),"['Armed Forces of the Philippines (AFP)', 'Philippine National Police (PNP)', 'Bureau of Fire Protection', 'Bureau of Jail Management and Penology', 'National Bureau of Investigation (NBI)', 'Philippine Drug Enforcement Agency (PDEA)', 'Philippine Coast Guard', 'Bureau of Corrections (Bucor)']","['Civil Service, Government Reorganization and Professional Regulation']","['Education, Arts and Culture', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-219
"july 4, 2016","['sotto iii, vicente c.']",218,the firecracker ban act of 2016,an act banning the use of firecrackers except in designated areas done by professionals,National,pending in the committee (8/2/2016),['Firecrackers/Pyrotechnic Devices'],['Public Order and Dangerous Drugs'],['Local Government'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-218
"june 30, 2016","['hontiveros, risa']",217,security of tenure of workers in the private sector,"an act strengthening the security of tenure or workers in the private sector, amending for the purpose articlees 248, 279, 280, 281 and 288, and introducing new articles 106, 106-a, 106-b, 106-c, 106-d, 106-e, 280-a and 280-b to presidential decree no. 442, as amended, otherwise known as the labor code of the philippines",National,consolidated/substituted in the committee report (5/29/2018),"['Security of Tenure', 'Private Sector Employees', 'Labor Code of the Philippines (P.D.No. 442)', 'Job Contracting']","['Labor, Employment and Human Resources Development']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-217
"june 30, 2016","['hontiveros, risa']",216,refusal of hospital and medical clinics to administer medical treatment in emergency cases,"an act increasing the penalties for the refusal of hospitals and medical clinics to administer appropriate initial medical treatment and support in emergency or serious cases, amending for the purpose batas pambansa bilang 702, otherwise known as an act prohibiting the demand of deposits or advance payments for the confinement or treatment of patients in hospitals and medical clinics in certain cases as amended by republic act no. 8344, and for other purposes",National,consolidated/substituted in the committee report (2/28/2017),"['Hospitals', 'Batas Pambansa Blg. 702 (Prohibiting the Demand of Deposits for Treatment of Patients)']",['Health and Demography'],"['Justice and Human Rights', 'Ways and Means']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-216
"june 30, 2016","['hontiveros, risa']",215,expanded maternity leave law of 2016,"an act increasing the maternity leave period to one hundred twenty (120) days for female employees, married on unmarried, in the government service and in the private sector, and granting an additional thirty (30) days for solo mothers, amending for this purpose republic act 1161, as amended, and for other purposes",National,consolidated/substituted in the committee report (1/23/2017),"['Maternity Leave', 'Women']","['Women, Children, Family Relations and Gender Equality']","['Civil Service, Government Reorganization and Professional Regulation']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-215
"june 30, 2016","['hontiveros, risa, de lima, leila m.']",214,bibong bhw act of 2016,"an act creating the community health worker education and training program, increasing compensation and other benefits for barangay health workers (bhw), appropriating funds therefor and for other purposes",National,pending in the committee (8/2/2016),"['Barangay Health Worker', 'Community Health Workers', 'R.A.No. 7883 (Barangay Health Workers Benefits and Incentives Act of 1995)']",['Health and Demography'],"['Local Government', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-214
"june 30, 2016","['villanueva, joel']",213,revised apprenticeship program act,"an act providing for a revised apprenticeship program, repealing for the purpose chapters i and ii of title ii of presidential decree no. 442, as amended, otherwise known as the labor code of the philippines",National,consolidated/substituted in the committee report (3/15/2017),"['Apprentice/Apprenticeship', 'Labor Code of the Philippines (P.D.No. 442)']","['Labor, Employment and Human Resources Development']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-213
"june 30, 2016","['villanueva, joel']",212,training inside prisons act of 2016,"an act institutionalizing skills development and providing job opportunities to inmates in detention facilities, appropriating funds therefor and other purposes",National,pending in the committee (8/2/2016),"['Prisoners/Inmates', 'Skills Training/Retraining']",['Justice and Human Rights'],"['Labor, Employment and Human Resources Development', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-212
"june 30, 2016","['villanueva, joel']",211,philippine qualifications framework (pqf) act of 2016,an act institutionalizing the philippine qualifications framework (pqf) and establishing the national coordinating council for education,National,consolidated/substituted in the committee report (5/17/2017),"['National Coordinating Council for Education', 'Philippine Qualifications Framework (PQF)']","['Education, Arts and Culture']","['Labor, Employment and Human Resources Development', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-211
"june 30, 2016","['villanueva, joel']",210,financial literacy for workers act,an act providing financial literacy and entrepreneurship programs for workers,National,pending in the committee (8/2/2016),['Financial Literacy'],"['Labor, Employment and Human Resources Development']","['Trade, Commerce and Entrepreneurship', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-210
"june 30, 2016","['villanueva, joel']",209,national tech-voc day,an act declaring the twenty-fifth day of august of every year as the national tech-voc day,National,approved by the president of the philippines (2/7/2018),"['Holidays (Special Working)', 'Technical-Vocational (Tech-Voc)']","['Labor, Employment and Human Resources Development']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-209
"june 30, 2016","['villanueva, joel']",208,enterprise-based education and training act of 2016,an act to strengthen technical vocational educational and training (tvet) in the philippines by incorporating apprenticeship and dual training and recognizing the importance of continuous training of the unemployed and expanding the provision of enterprise-based education and training,National,pending in the committee (8/2/2016),"['Technical Education and Skills Development Authority (Tesda)', 'Apprentice/Apprenticeship']","['Labor, Employment and Human Resources Development']","['Education, Arts and Culture', 'Ways and Means']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-208
"june 30, 2016","['gatchalian, sherwin t.']",207,special education fund (sef),"an act expanding the purpose and application of the special education fund (sef), amending for the purpose section 272 of republic act no. 7160, otherwise known as the ""local government code of 1991""",National,pending in the committee (8/2/2016),"['Taxes/Taxation', 'Local Government Code (R.A.No. 7160)', 'Special Education', 'Local School Boards']",['Local Government'],"['Education, Arts and Culture']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-207
"june 30, 2016","['gatchalian, sherwin t.']",206,the continuing education for teachers act,"an act instituting a program for the mandatory continuing education of teachers in the primary and secondary levels in both public and private schools, and appropriating funds therefor",National,pending in the committee (8/2/2016),['Teachers'],"['Education, Arts and Culture']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-206
"june 30, 2016","['gatchalian, sherwin t.']",205,the alternative learning system (als) act,"an act providing for the alternative learning system of education for adults, out-of-school youth, members of cultural minorities indigenous people, and persons with disabilities",National,pending in the committee (8/2/2016),"['Alternative Learning', 'Indigent Persons', 'Persons with Disabilities (PWDS)', 'Indigenous Cultural Communities', 'Youth']","['Education, Arts and Culture']","['Youth', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-205
"june 30, 2016","['gatchalian, sherwin t.']",204,nutri-skwela act of 2016,"an act establishing the philippine basic education nutrition and performance acceleration program, appropriating funds therefor, and for other purposes",National,consolidated/substituted in the committee report (12/13/2016),"['Nutrition', 'Children/Child Care']","['Education, Arts and Culture']","['Health and Demography                             ', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-204
"june 30, 2016","['gatchalian, sherwin t.']",203,subscriber identity module (sim) card registration act,an act requiring the registration of all users of pre-paid subscriber identity module (sim) cards,National,pending in the committee (8/2/2016),"['Sim Card Registration', 'Cellular Phones/Cell Phones']",['Public Services'],"['Trade, Commerce and Entrepreneurship']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-203
"june 30, 2016","['gatchalian, sherwin t.']",202,cctv cameras for security and crime prevention act,"an act requiring business establishments, public and private buildings and offices, parks, public and private schools, streets or alleys, and other places of public congregation to install closed-circuit television (cctv) camers as a means to deter the commission of crimes",National,pending in the committee (8/2/2016),['Closed Circuit Television Cameras (CCTV)'],['Public Order and Dangerous Drugs'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-202
"june 30, 2016","['gatchalian, sherwin t.']",201,proof-of-parking space act,an act regulating the sale of motor vehicles in metro manila by requiring a proof-of-parking space or facility from motor vehicle buyers as a prerequisite for the purchase of a motor vehicle and registration with the land transportation office,National,pending in the committee (8/2/2016),"['Motor Vehicles', 'Land Transportation Office (LTO)']","['Trade, Commerce and Entrepreneurship']",['Public Services'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-201
"june 30, 2016","['gatchalian, sherwin t.']",200,mandatory military and civic reserve officers' training corps,"an act to re-institutionalize the mandatory military and civic reserve officers' training corps (rotc) for students in all colleges, universities and technical or vocational schools",National,pending in the committee (8/1/2016),"['Reserve Officers Training Corps (ROTC)', 'Students']","['Education, Arts and Culture']",['National Defense and Security'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-200
"june 30, 2016","['gatchalian, sherwin t.']",199,anti-hazing act of 2016,"an act prohibiting hazing and regulating other forms of initiation rites of fraternities, sororities, and other organizations and providing penalties for violation thereof, repealing for the purpose republic act no. 8049",National,consolidated/substituted in the committee report (1/23/2018),"['Hazing', 'Fraternity/Sorority']",['Public Order and Dangerous Drugs'],['Justice and Human Rights'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-199
"june 30, 2016","['gatchalian, sherwin t.']",198,free higher education act,"an act providing for full tuition subsidy in state universities and colleges, and appropriating funds therefore",National,consolidated/substituted in the committee report (1/23/2017),"['Free Tertiary Education', 'State Colleges and Universities (SCUS)', 'Tuition Fees', 'Students']","['Education, Arts and Culture']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-198
"june 30, 2016","['de lima, leila m.']",197,libel law reform act of 2016,"an act to abolish the penalty of imprisonment in libel cases, to make any discussion of any matter of public concern, or criticism, of official conduct privileged, and to properly determine the venue of cases and persons responsible for libel, amending for the purpose articles 354, 355, 357, 360 and 361 of act no, 3815, as amended, otherwise known as the revised penal code, and section 4 (c) (4), chapter ii of republic act no. 10175, otherwise known as cybercrime prevention act of 2012, and for other purposes",National,pending in the committee (8/1/2016),"['Libel', 'Revised Penal Code (R.A.No. 3815)', 'Cybercrime']",['Justice and Human Rights'],['Public Information and Mass Media'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-197
"june 30, 2016","['de lima, leila m.']",196,"the bank secrecy law,  removing from its coverage, government officials and employees","an act amending republic act no. 1405, also known as the bank secrecy law, as amended, by removing from its coverage, government officials and employees, and for other purposes",National,pending in the committee (8/1/2016),"['Bank Deposits/Bank Accounts', 'Secrecy of Bank Deposits Law (R.A.No. 1405)', 'Government Employees', 'Government Official/Public Official']","['Banks, Financial Institutions and Currencies']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-196
"june 30, 2016","['de lima, leila m.']",195,anti-criminal exploitation of children act of 2016,"an act defining criminal exploitation of children and increasing penalties for all crimes involving them, and for other purposes",National,consolidated/substituted in the committee report (1/30/2019),['Children/Child Care'],['Justice and Human Rights'],"['Women, Children, Family Relations and Gender Equality']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-195
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",194,180 days maternity leave for all women workers,an act granting maternity leave benefits equivalent to one hundred eighty (180) days or six (6) months to all women workers in the government and private sectors,National,consolidated/substituted in the committee report (1/23/2017),"['Women', 'Maternity Leave']","['Women, Children, Family Relations and Gender Equality']","['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-194
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",193,increasing the composition of barangay officials,"an act increasing the composition of barangay officials, amending for the purpose republic act no. 7160, otherwise known as the local government code of 1991, as amended",National,pending in the committee (8/1/2016),"['Barangay Officials', 'Local Government Code (R.A.No. 7160)']",['Local Government'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-193
"june 30, 2016","['pacquiao, emmanuel ""manny"" d', ' gordon, richard j', ' pimentel, aquilino koko iii l', ' gatchalian, sherwin t', ' villar, cynthia a.']",192,handbook for ofws act of 2016,"an act mandating the philippine overseas employment administration (poea) to publish, disseminate and update a handbook on the rights and responsibilities of migrant workers, amending for the purpose republic act no. 8042, otherwise known as the migrant workers and overseas filipinos act of 1995, as amended",National,passed by both houses (12/12/2018),"['Philippine Overseas Employment Administration (POEA)', 'Migrant Workers and Overseas Filipinos Act of 1995 (R.A.No. 8042)']","['Labor, Employment and Human Resources Development']","['Foreign Relations', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-192
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",191,philippine boxer's welfare act of 2016,"an act creating the philippine boxing commission thereby strengthening the country's standing in boxing sports, ensuring the welfare of filipino boxers, and providing funds therefor",National,consolidated/substituted in the committee report (1/25/2017),['Philippine Boxing Commission'],['Sports'],"['Health and Demography                             ', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-191
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",190,wireless internet (wi) access act,an act establishing the wireless internet access program in all state universities and colleges in the country and appropriating funds therefor,National,consolidated/substituted in the committee report (12/13/2016),"['Wi-Fi Internet Access', 'State Colleges and Universities (SCUS)']",['Science and Technology'],"['Education, Arts and Culture', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-190
"june 30, 2016","['pacquiao, emmanuel ""manny"" d', ' sotto iii, vicente c.']",189,citizen armed force or armed forces of the philippines reservist act,"an act providing for the restoration of mandatory military training for all grade 11 and grade 12 students by reinstating section 38 and 39 of republic act no. 7077, otherwise known as the citizen armed force or armed forces of the philippines reservist act",National,pending in the committee (8/1/2016),"['Reserve Officers Training Corps (ROTC)', 'Armed Forces of the Philippines (AFP)']","['Education, Arts and Culture']",['National Defense and Security'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-189
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",188,community fitness center in every barangay,an act providing for the establishment of a community fitness center in every barangay nationwide and appropriating funds therefor,National,pending in the committee (8/1/2016),['Fitness'],['Health and Demography'],"['Local Government', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-188
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",187,death penalty on the heinous crime of aggravated rape,"an act to impose the death penalty on the heinous crime of aggravated rape, amending for that purpose the revised penal laws, as amended, and for other purposes",National,pending in the committee (8/1/2016),"['Death Penalty', 'Heinous Crimes', 'Revised Penal Code (R.A.No. 3815)', 'Rape']",['Justice and Human Rights'],['Constitutional Amendments and Revision of Codes'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-187
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",186,death penalty on the heinous crime of kidnapping,"an act to impose the death penalty on the heinous crime of kidnapping, amending for that purpose the revised penal laws, as amended, and for other purposes",National,pending in the committee (8/1/2016),"['Death Penalty', 'Heinous Crimes', 'Kidnapping', 'Revised Penal Code (R.A.No. 3815)']",['Justice and Human Rights'],['Constitutional Amendments and Revision of Codes'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-186
"june 30, 2016","['pacquiao, emmanuel ""manny"" d.']",185,death penalty and increased penalties on certain heinous crimes,"an act to impose the death penalty and increased penalties on certain heinous crimes involving dangerous drugs, amending for that purpose other special penal laws, and for other purposes",National,pending in the committee (8/1/2016),"['Death Penalty', 'Heinous Crimes', 'Kidnapping', 'Illegal Drugs']",['Justice and Human Rights'],['Constitutional Amendments and Revision of Codes'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-185
"june 30, 2016","['binay, maria lourdes nancy s.']",184,drug abuse prevention program in educational institutions act,an act mandating the establishment of a program of education designed to help all members of the community of an educational institution to avoid involvement with illegal drugs,National,pending in the committee (8/1/2016),"['Illegal Drugs', 'Educational Institutions']","['Education, Arts and Culture']",['Public Order and Dangerous Drugs'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-184
"june 30, 2016","['binay, maria lourdes nancy s.']",183,public school teacher's incentives act of 2016,"an act granting incentives to public school teachers in all levels, including state universities and colleges, and for other purposes",National,pending in the committee (8/1/2016),"['Teachers', 'State Colleges and Universities (SCUS)']","['Education, Arts and Culture']",['Ways and Means'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-183
"june 30, 2016","['binay, maria lourdes nancy s.']",182,regularization of barangay officials act of 2016,"an act providing for the regularization of punong barangay, sangguniang barangay members, sangguniang kabataan chairman, barangay secretary and barangay treasurer",National,pending in the committee (8/1/2016),"['Barangay Officials', 'Barangay Captain/Punong Barangay', 'Sangguniang Kabataan (SK)']",['Local Government'],"['Civil Service, Government Reorganization and Professional Regulation']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-182
"june 30, 2016","['binay, maria lourdes nancy s.']",181,"social security law, amendments","an act increasing pensions and other benefits under the social security system, amending for the purpose section 12 of republic act no. 1161, as amended, otherwise known as the social security law",National,consolidated/substituted in the committee report (3/20/2018),"['Pension', 'Social Security Law (RA 1161)', 'Social Security System (SSS)']",['Government Corporations and Public Enterprises'],"['Labor, Employment and Human Resources Development']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-181
"june 30, 2016","['binay, maria lourdes nancy s.']",180,the e-vaw law of 2016,"an act amending republic act no. 9262, defining electronic violence against women or e-vaw, providing protective measures and prescribing penalties therefor, and for other purposes",National,pending in the committee (8/1/2016),"['Women', 'Violence', 'Anti-Violence Against Women and  Children (VAWC)(R.A.No. 9262)']","['Women, Children, Family Relations and Gender Equality']",['Science and Technology'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-180
"june 30, 2016","['binay, maria lourdes nancy s.']",179,"the national revenue code of 1997, amendments","an act amending section 24 of the national internal revenue code of 1997, as amended, and for other purposes",National,consolidated/substituted in the committee report (9/20/2017),"['National Internal Revenue Code (NIRC)', 'Taxes (Individual Income Tax)']",['Ways and Means'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-179
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",178,the national payment systems act,an act providing for the regulation and supervision of payment systems,National,approved by the president of the philippines (10/30/2018),['Payment System'],"['Banks, Financial Institutions and Currencies']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-178
"june 30, 2016","['aquino iv, paolo benigno ""bam"", hontiveros, risa']",177,free higher education for all act,"an act providing for a full tuition fee subsidy for students enrolled in state universities and colleges (sucs), and appropriating funds thereof",National,consolidated/substituted in the committee report (1/23/2017),"['Tuition Fees', 'Free Public College Education System', 'Students']","['Education, Arts and Culture']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-177
"june 30, 2016","['aquino iv, paolo benigno ""bam"", legarda, loren b.']",176,poverty reduction through social entrepreneurship (present) act,an act institutionalizing the poverty reduction through social entrepreneurship program and promoting social enterprises with the poor as primary stakeholders,National,pending in the committee (8/1/2016),['Poverty Reduction Through Social Entrepreneurship'],"['Trade, Commerce and Entrepreneurship']","['Social Justice, Welfare and Rural Development', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-176
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",175,innovative startup act,"an act creating the innovation council and providing benefits and programs to strengthen, promote, and develop the philippine startup ecosystem",National,consolidated/substituted in the committee report (8/1/2017),['Innovations/Innovative Technology'],['Science and Technology'],"['Trade, Commerce and Entrepreneurship', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-175
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",174,end endo act,"an act professionalizing the contracting and subcontracting industry, requiring a transition support program, and prohibiting oppressive practices, amending for this purpose articles 106 to 109 of presidential decree no. 442, otherwise known as the labor code of the philippines, as amended",National,consolidated/substituted in the committee report (5/29/2018),"['Job Contracting', 'Contractual Workers', 'Labor Code of the Philippines (P.D.No. 442)']","['Labor, Employment and Human Resources Development']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-174
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",173,free education for public school teacher's children act,"an act institutionalizing a full subsidy program in state universities for children of public school teachers, providing funds thereof, and for other purposes",National,consolidated/substituted in the committee report (1/23/2017),"['Teachers', 'State Colleges and Universities (SCUS)', 'Free Public College Education System']","['Education, Arts and Culture']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-173
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",172,abot alam act of 2016,an act institutionalizing the abot alam program,National,pending in the committee (8/1/2016),['Youth'],"['Education, Arts and Culture']","['Youth', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-172
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",171,open access in data transmission act of 2016,"an act promoting open access in data transmission, providing additional powers to the national telecommunications commission, and for other purposes",National,consolidated/substituted in the committee report (3/21/2018),"['National Telecommunications Commission (NTC)', 'Open Access in Data Transmission']",['Science and Technology'],['Public Services'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-171
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",170,trabaho center in schools act,"an act amending section 9 of republic act no. 10533, an act enhancing the philippine basic education system by sthrengthening its curriculum and increasing the number of years for basic education, appropriating funds thereof and for other purposes, otherwise known as the enhanced basic education act of 2013",National,consolidated/substituted in the committee report (12/13/2016),"['K12 Education Program', 'Basic Education Program', 'Curriculum/Curricula']","['Education, Arts and Culture']","['Labor, Employment and Human Resources Development']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-170
"june 30, 2016","['aquino iv, paolo benigno ""bam""']",169,small business tax reform act,"an act establishing a simplified tax regime for small businesses, and for this purpose amending certain provisions of the national internal revenue code",National,pending in the committee (8/1/2016),"['Taxes (Value-Added Tax / Vat)', 'Small Business Tax Reform', 'National Internal Revenue Code (NIRC)', 'Micro, Small and Medium Enterprises']",['Ways and Means'],"['Trade, Commerce and Entrepreneurship']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-169
"june 30, 2016","['poe, grace l.']",168,protection of watersheds supporting the national irrigation system act of 2016,"an act for the protection, conservation and rehabilitation of watersheds supporting the national irrigation system (nis) to ensure continous supply of water for agricultural production and self-sufficiency in food and providing funds for the purpose",National,pending in the committee (8/1/2016),"['Watersheds', 'Irrigation']",['Public Works'],"['Environment and Natural Resources', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-168
"june 30, 2016","['poe, grace l.']",167,overseas filipino workers credit assistance act of 2016,an act establishing a credit assistance program for overseas filipino workers,National,pending in the committee (8/1/2016),"['Credit Assistance Program', 'Overseas Filipino Workers (OFW)']","['Labor, Employment and Human Resources Development']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-167
"june 30, 2016","['poe, grace l.']",166,barangay health workers and services reform act of 2016,"an act to improve and to promote quality delivery of health services in barangays, enacting the barangay health workers and services reform act of 2016",National,pending in the committee (8/1/2016),['Barangay Health Worker'],['Health and Demography'],"['Local Government', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-166
"june 30, 2016","['poe, grace l.']",165,philippine independent film incentives act of 2016,an act supporting the production of philippine independent films by providing incentives to filmmakers who are given honors in notable international film competitions,National,pending in the committee (8/1/2016),['Film/Movie Industry'],['Public Information and Mass Media'],"['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-165
"june 30, 2016","['poe, grace l.']",164,philippine film and television tourism act of 2016,"an act establishing a framework for film and television tourism in the philippines, marketing the industry globally and providing employment for the sector and for other purposes",National,pending in the committee (8/1/2016),"['Film Tourism', 'Tourism']",['Public Information and Mass Media'],"['Tourism', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-164
"june 30, 2016","['poe, grace l.']",163,anti-discrimination act of 2016,"an act prohibiting discrimination on the basis of ethnicity, race, religion or belief, sex or gender or sexual orientation, language, disability, educational attainment and other forms of discrimination and providing penalties for the purpose",National,pending in the committee (8/1/2016),"['Anti-Discrimination', 'Ethics', 'Gender Discrimination', 'Religion/Beliefs']",['Cultural Communities'],"['Social Justice, Welfare and Rural Development', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-163
"june 30, 2016","['poe, grace l.']",162,national transportation safety board act of 2016,"an act to promote cost-effective measures for the transport sector and commuting public, providing for the creation of a national transportation safety board, prescribing its powers and functions, and appropriating funds therefor",National,consolidated/substituted in the committee report (1/15/2018),"['National Transportation Safety Board', 'Transportation']",['Public Services'],"['Civil Service, Government Reorganization and Professional Regulation', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-162
"june 30, 2016","['poe, grace l.']",161,"first 1,000 days act of 2016",an act to protect filipino mothers and children from malnutrition by establishing a maternal and child health care program appropriating funds for the purpose,National,consolidated/substituted in the committee report (8/2/2017),"['Maternal/Infant Health', 'Malnutrition']",['Health and Demography'],"['Women, Children, Family Relations and Gender Equality', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-161
