,dates,titles,descriptions,proponents,links
103,2018-11-15 00:00:00,SBN-2098: Anti-Obstruction of Power Lines Act of 2018,,"['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2098
104,2018-11-14 00:00:00,SBN-2097: The Magna Carta for Barangays,an act to establish the magna carta for barangays,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2097
105,2018-11-14 00:00:00,SBN-2096: Organ Donation Act of 2018,,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2096
106,2018-11-14 00:00:00,SBN-2095: Breast Cancer Patient Protection Act,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2095
107,2018-11-14 00:00:00,SBN-2094: Charter of the City of Maramag,an act converting the municipality of maramag in the province of bukidnon into a component city to be known as the city of maramag,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2094
108,2018-11-14 00:00:00,SBN-2093: Continuing Professional Development Act of 2016,"an act repealing republic act no. 10912, otherwise known as the ‘continuing professional development of 2016’","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2093
109,2018-11-14 00:00:00,SBN-2092: Local Housing Board and People's Planning Act of 2018,,"['de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2092
110,2018-11-13 00:00:00,SBN-2091: Catanduanes as the Abaca Capital of the Philippines,an act declaring the province of catanduanes as the abaca capital of the philippines,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2091
111,2018-11-13 00:00:00,SBN-2090: Araw Ng Dabaw,,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2090
112,2018-11-13 00:00:00,SBN-2089: Cases of Antimicrobial Resistant Infections,an act requiring health care providers to report cases of antimicrobial resistant infections,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2089
113,2018-11-13 00:00:00,SBN-2088: Government Performance and Results Act,"an act providing for the establishment, testing, and evaluation of strategic planning and performance measurement in the government","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2088
114,2018-11-13 00:00:00,SBN-2087: New Building Code of the Philippines,an act to ordain the new building code of the philippines,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2087
115,2018-11-12 00:00:00,SBN-2086: Health Facilities Regulation Act,,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2086
116,2018-11-12 00:00:00,SBN-2085: Infant and Toddler Durable Product Safety Act,an act establishing a consumer product safety standard for each durable infant or toddler product,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2085
117,2018-11-07 00:00:00,SBN-2084: Medical Parole Act of 2018,an act providing for medical parole to qualified prisoners and setting rules on the grant thereof,"['de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2084
118,2018-10-24 00:00:00,SBN-2083: Individuals' Health and Safety Act,"an act seeking to protect the health and safety of individuals involved in garbage collection, working in dumpsites or assigned in disaster areas and for other purposes","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2083
119,2018-10-23 00:00:00,SBN-2082: An Act Reorganizing Comelec Offices,an act reorganizing the comelec offices,"['sotto iii, vicente c', ' de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2082
120,2018-10-22 00:00:00,SBN-2081: Simulated Birth Rectification Act of 2018,"an act granting amnesty for simulated births, allowing the rectification of simulated birth records through administrative adoption and for other purposes","['poe, grace l', ' hontiveros, risa, de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2081
121,2018-10-18 00:00:00,"SBN-2080: Extending the Franchise to Catholic Bishops Conference of the Philippines, Inc",,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2080
122,2018-10-18 00:00:00,SBN-2079: Teratogens Regulatory Act,an act regulating teratogens,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2079
123,2018-10-18 00:00:00,SBN-2078: Retinoblastoma Awareness Act,an act instituting a retinoblastoma public awareness and prevention program and appropriating funds therefor,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2078
124,2018-10-18 00:00:00,SBN-2077: Keep Clean From Substance Abuse Guidance and Educational Program,an act establishing a comprehensive substance abuse educational program in every school,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2077
125,2018-10-15 00:00:00,SBN-2076: Regulation of Waste Treatment Technology Act,"an act regulating the use of treatment technology for municipal and hazardous wastes, repealing for the purpose section 20 of republic act no. 8749, entitled ‘the philippine clean air act of 1999’","['sotto iii, vicente c.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2076
126,2018-10-11 00:00:00,SBN-2075: Surigao Del Sur Special Economic Zone and Free Port,,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2075
127,2018-10-11 00:00:00,SBN-2074: The National Commission for the Urban Poor Act,"an act creating the national commission for the urban poor, defining its powers and functions, appropriating funds therefor and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2074
128,2018-10-11 00:00:00,SBN-2073: Repealing R.A. No. 10912 (Continuing Professional Development Act),"an act repealing republic act no. 10912, otherwise known as the ‘continuing professional development act of 2016’","['recto, ralph g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2073
129,2018-10-10 00:00:00,SBN-2072: Synchronized National and Local Elections and for Electoral Reforms,,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2072
130,2018-10-10 00:00:00,SBN-2071: Immigration Act of the Philippines,immigration act of the philippines,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2071
131,2018-10-10 00:00:00,SBN-2070: Comprehensive Lupus Prevention Act of 2018,an act instituting a national health program to combat systemic lupus erythematosus (sle) disease and appropriating funds therefor,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2070
132,2018-10-10 00:00:00,SBN-2069: Comprehensive Nursing Law of 2018,"an act providing for a comprehensive nursing law towards quality health system, repealing for this purpose republic act no. 9173 otherwise known as the philippine nursing act of 2002","['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2069
133,2018-10-10 00:00:00,SBN-2068: Pet Food Additive Information Act,an act informing the public about additives in pet food,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2068
134,2018-10-10 00:00:00,"SBN-2067: Land Transportation Satellite Office in the Municipality of Kibawe, Bukidnon","an act establishing a land transportation satellite office in the municipality of kibawe, province of bukidnon and appropriating funds therefor and for other purposes","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2067
135,2018-10-10 00:00:00,"SBN-2066: Land Transportation Office in the Municipality of Maramag, Bukidnon",an act establishing a district branch of the land transportation office in the municipality of maramag and appropriating funds therefor and for other purposes,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2066
136,2018-10-10 00:00:00,SBN-2065: Judges-At-Large Act of 2018,"an act creating the positions for judges-at-large, amending for the purpose batas pambansa bilang 129, otherwise known as 'the judiciary reorganization act of 1980,' and appropriating funds therefor","['angara, juan edgardo ""sonny"" m', ' gatchalian, sherwin t', ' gordon, richard j', ' legarda, loren b', ' villanueva, joel, binay, maria lourdes nancy s', ' hontiveros, risa, zubiri, juan miguel f', ' drilon, franklin m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2065
137,2018-10-09 00:00:00,"SBN-2064: Amending Sec. 15, RA No. 8436 (Filing of the Certificate of Candidacy)","an act amending section 15 of republic act no. 8436, as amended by republic act no. 9369","['gordon, richard j', ' de lima, leila m', ' pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2064
138,2018-10-09 00:00:00,SBN-2063: Cooperative Development Authority Charter of 2018,"an act strengthening and reorganizing the cooperative development authority, repealing for the purpose republic act no. 6939, creating the cooperative development authority","['zubiri, juan miguel f', ' aquino iv, paolo benigno ""bam"", angara, juan edgardo ""sonny"" m', ' gordon, richard j', ' ejercito, joseph victor g', ' pacquiao, emmanuel ""manny"" d', ' honasan ii, gregorio b', ' gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2063
139,2018-10-09 00:00:00,SBN-2062: Mariveles Mental Hospital,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2062
140,2018-10-09 00:00:00,SBN-2061: Buyot Integrated High School,"an act establishing and creating the buyot integrated high school in the municipality of don carlos, bukidnon and appropriating funds therefor","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2061
141,2018-10-09 00:00:00,SBN-2060: San Nicolas National High School,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2060
142,2018-10-09 00:00:00,SBN-2059: Tax Amnesty Act of 2018,,"['pimentel, aquilino koko iii l', ' binay, maria lourdes nancy s', ' recto, ralph g', ' angara, juan edgardo ""sonny"" m', ' aquino iv, paolo benigno ""bam"", ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2059
143,2018-10-08 00:00:00,SBN-2058: National Teachers Day Act,an act declaring october 5 of every year as national teachers day,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2058
144,2018-10-08 00:00:00,SBN-2057: Teachers Compensation and Support Act of 2018,an act enhancing the compensation structure and system of support for all teachers in basic education institutions and creating the teacher education assistance fund,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2057
145,2018-10-08 00:00:00,SBN-2056: Makatarungang Transisyon Tungo Sa Modernisasyon,"an act providing for a just and equitable transition for public utility vehicle (puv) modernization, with transitory assistance and services rendered to puv drivers, operators and stakeholders","['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2056
146,2018-10-04 00:00:00,SBN-2055: Increasing the Bed Capacity of Tondo Medical Center,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2055
147,2018-10-03 00:00:00,SBN-2054: St. Bernadette Children and Maternity Hospital,"an act establishing a specialty hospital in the city of san jose del monte, province of bulacan, to be known as st. bernadette children and maternity hospital, and appropriating funds therefor","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2054
148,2018-10-03 00:00:00,SBN-2053: Teodoro N. Pepito Memorial Hospital,"an act establishing the teodoro n. pepito memorial hospital in the city of valencia, fourth district of the province of bukidnon and appropriating funds therefor","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2053
149,2018-10-03 00:00:00,SBN-2052: R&D Act of 2018,"an act creating a research and development council of the philippines, appropriating funds therefor, and for other purposes","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2052
150,2018-10-03 00:00:00,SBN-2051: Family Support for Breastfeeding Act,an act promoting and supporting breastfeeding as an essential component of responsible parenthood,"['binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2051
151,2018-10-03 00:00:00,SBN-2050: Timbangan Sa Merkado Act of 2018,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2050
152,2018-10-03 00:00:00,SBN-2049: Suporta Para Sa Produktong Pilipino Act of 2018,"an act establishing the suporta para sa produktong pilipino program, appropriating funds therefor, and for other purposes","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2049
153,2018-10-03 00:00:00,SBN-2048: Philippine Citizenship to Justin Donta Brownlee,an act granting philippine citizenship to justin donta brownlee,"['villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2048
154,2018-10-02 00:00:00,SBN-2047: Philippine Citizenship to Justin Donta Brownlee,an act granting philippine citizenship to justin donta brownlee,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2047
155,2018-10-02 00:00:00,SBN-2046: City of Manolo Fortich  (Bukidnon),an act converting the municipality of manolo fortich in the province of bukidnon into a component city to be known as the city of manolo fortich,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2046
156,2018-10-02 00:00:00,SBN-2045: Northern Bukidnon State College,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2045
157,2018-10-02 00:00:00,SBN-2044: Parking Space Regulation Act of 2018,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2044
158,2018-10-02 00:00:00,SBN-2043: Safer Internet Day Act,an act declaring the second tuesday of february of every year as national safer internet day in the philippines,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2043
159,2018-10-01 00:00:00,SBN-2042: Marcelo H. Del Pilar National Responsible Press Freedom Day,an act declaring august 30 of every year as ‘marcelo h. del pilar national responsible press freedom day,"['gatchalian, sherwin t.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-2042
